Fri,Mon,Sat,Thu,Tue,Wed,building,call,name,number,room
,,,,,,,26798,INTERCOLLEGIATE ATHLETICS Section 007,Physical Education UN1005,
,,,,,,,26799,INTERCOLLEGIATE ATHLETICS Section 008,Physical Education UN1005,
,,,,,,,26800,INTERCOLLEGIATE ATHLETICS Section 009,Physical Education UN1005,
,,,,,,,26801,INTERCOLLEGIATE ATHLETICS Section 010,Physical Education UN1005,
,,,,,,,26847,INTERCOLLEGIATE ATHLETICS Section 011,Physical Education UN1005,
,,,,,,,26848,INTERCOLLEGIATE ATHLETICS Section 012,Physical Education UN1005,
,,,,,,,26849,INTERCOLLEGIATE ATHLETICS Section 013,Physical Education UN1005,
,,,,,,,26896,INTERCOLLEGIATE ATHLETICS Section 014,Physical Education UN1005,
,,,,,,,26897,INTERCOLLEGIATE ATHLETICS Section 015,Physical Education UN1005,
,,,,,,,26898,INTERCOLLEGIATE ATHLETICS Section 016,Physical Education UN1005,
,,,,,,,26950,INTERCOLLEGIATE ATHLETICS Section 017,Physical Education UN1005,
,,,,,,,26952,INTERCOLLEGIATE ATHLETICS Section 018,Physical Education UN1005,
,,,,,,,26953,INTERCOLLEGIATE ATHLETICS Section 019,Physical Education UN1005,
,,,,,,,26954,INTERCOLLEGIATE ATHLETICS Section 020,Physical Education UN1005,
,,,,,,,26998,INTERCOLLEGIATE ATHLETICS Section 021,Physical Education UN1005,
,,,,,,,26999,INTERCOLLEGIATE ATHLETICS Section 022,Physical Education UN1005,
,,,,,,,27003,INTERCOLLEGIATE ATHLETICS Section 023,Physical Education UN1005,
,,,,,,,27047,INTERCOLLEGIATE ATHLETICS Section 024,Physical Education UN1005,
,,,,,,,27048,INTERCOLLEGIATE ATHLETICS Section 025,Physical Education UN1005,
,,,,,,,27049,INTERCOLLEGIATE ATHLETICS Section 026,Physical Education UN1005,
,,,,,,,27050,INTERCOLLEGIATE ATHLETICS Section 027,Physical Education UN1005,
,,,,,,,27096,INTERCOLLEGIATE ATHLETICS Section 028,Physical Education UN1005,
,,,,,,,27097,INTERCOLLEGIATE ATHLETICS Section 029,Physical Education UN1005,
,,,,,,,27098,INTERCOLLEGIATE ATHLETICS Section 030,Physical Education UN1005,
,9:00am-9:50am,,,,9:00am-9:50am,Barnard Hall,6430,PERSONAL FITNESS Section 001,Physical Education BC1102,FITN
,,,1:10pm-2:00pm,1:10pm-2:00pm,,Barnard Hall,9543,PERSONAL FITNESS Section 002,Physical Education BC1102,FITN
,,,12:00pm-12:50pm,12:00pm-12:50pm,,Barnard Hall,1512,GROUP FITNESS SAMPLER Section 001,Physical Education BC1500,STU2
,,,,8:00am-8:50am,,Barnard Hall,9898,CAMPUS CONDITIONING Section 001,Physical Education BC1510,STU2
,11:00am-11:50am,,,,11:00am-11:50am,Barnard Hall,9440,CORE STRENGTH Section 001,Physical Education BC1532,STU2
,3:10pm-4:00pm,,,,3:10pm-4:00pm,Barnard Hall,4252,BODY SCULPTING Section 001,Physical Education BC1581,STU2
,,,9:00am-9:50am,9:00am-9:50am,,Barnard Hall,1867,BODY SCULPTING Section 002,Physical Education BC1581,STU2
,8:00am-8:50am,,,,8:00am-8:50am,Barnard Hall,8425,WOMEN\'S STRENGTH Section 001,Physical Education BC1589,FITN
,4:10pm-5:00pm,,,,4:10pm-5:00pm,Barnard Hall,7079,CARDIO/BODY SCULPT Section 001,Physical Education BC1591,STU2
,,,3:10pm-4:00pm,3:10pm-4:00pm,,Barnard Hall,3662,KARATE Section 001,Physical Education BC1680,STU2
,,,2:10pm-3:00pm,2:10pm-3:00pm,,Barnard Hall,4591,BEGINNING SELF DEFENSE Section 001,Physical Education BC1690,STU2
,,,4:10pm-5:00pm,4:10pm-5:00pm,,Barnard Hall,5877,TAI CHI Section 001,Physical Education BC1691,STU2
,9:00am-9:50am,,,,9:00am-9:50am,Barnard Hall,7764,BEGINNING YOGA Section 001,Physical Education BC1693,STU2
,10:00am-10:50am,,,,10:00am-10:50am,Barnard Hall,7762,BEGINNING YOGA Section 002,Physical Education BC1693,STU2
,,,11:00am-11:50am,11:00am-11:50am,,Barnard Hall,8333,BEGINNING YOGA Section 003,Physical Education BC1693,STU2
,,,,,,,3038,INDEPENDENT STUDY Section 001,Physical Education BC2799,
,,,,,,,62229,INDEPENDENT STUDY Section 001,Physical Education GU4997,
,,,,,,,81794,INDEPENDENT PROJECT Section 001,Physical Therapy M6538,
,,,,,,,16647,CLINICAL EDUCATION SEMINAR I Section 081,Physical Therapy M8003,
,,,,,,,25034,CLINICAL EDUCATION SEMINAR III Section 082,Physical Therapy M8005,
,,,,,,,12288,NEUROSCIENCE Section 081,Physical Therapy M8105,
,,,,,,,69698,MEDICAL SCREENING Section 081,Physical Therapy M8112,
,,,,,,,66698,KINESIOLOGY & BIOMECHANICS II Section 081,Physical Therapy M8126,
,,,,,,,86949,MOVEMENT SCIENCE Section 081,Physical Therapy M8130,
,,,,,,,19283,PROF LEADERSHIP: PORTFOLIO I & II Section 081,Physical Therapy M8214,
,,,,,,,85282,PT PROCEDURES Section 081,Physical Therapy M8303,
,,,,,,,94281,CONCEPTS IN THERAPEUETIC EXERCISE Section 081,Physical Therapy M8308,
,,,,,,,63298,MGMT INTEGUMENTARY IMPAIRMENTS Section 082,Physical Therapy M8311,
,,,,,,,73549,MANAGEMENT OF THE RUNNING ATHLETE Section 081,Physical Therapy M8557,
,,,,,,,76597,MANAGEMENT OF THE RUNNING ATHLETE Section 082,Physical Therapy M8557,
,,,,,,,79039,Professional Leadership & DevelopmentIII Section 001,Physical Therapy M8560,
,,,,,,,83283,PT MGMT ORTHOPEDIC CONDITIONS I Section 082,Physical Therapy M8610,
,,,,,,,98446,PT MGMT ORTHOPEDIC CONDITIONS III Section 082,Physical Therapy M8612,
,,,,,,,16997,PT MGMT ADULT NEURO COND II Section 082,Physical Therapy M8621,
,,,,,,,23099,PT MGMT PEDIATRIC CONDITIONS Section 082,Physical Therapy M8630,
,,,,,,,83284,PROSTHETICS Section 082,Physical Therapy M8637,
,,,,,,,28464,EVIDENCE BASED PRACTICE II Section 081,Physical Therapy M8705,
,,,,,,,61399,HAND & UPPER EXTREMITY REHABILITATION Section 082,Physical Therapy M8830,
,,,,,,,83698,SERVICE LEARNING ELECTIVE Section 081,Physical Therapy M8849,
,,,,,,,87398,RESEARCH PRACTICUM I Section 082,Physical Therapy M8853,
,,,,,,,97447,RESEARCH PRACTICUM II Section 082,Physical Therapy M8854,
,,,,,,,85534,CLINICAL INTERNSHIP Section 083,Physical Therapy M9200,
,2:40pm-3:55pm,,,,2:40pm-3:55pm,Pupin Laboratories,22892,PHYSICS FOR POETS Section 001,Physics UN1001,428
,,,2:40pm-3:55pm,2:40pm-3:55pm,,Pupin Laboratories,76198,WEAPONS OF MASS DESTRUCTION Section 001,Physics UN1018,301
,,,6:10pm-7:25pm,6:10pm-7:25pm,,Pupin Laboratories,18383,GENERAL PHYSICS I Section 001,Physics UN1201,301
,10:10am-11:25am,,,,10:10am-11:25am,Pupin Laboratories,60626,GENERAL PHYSICS II Section 001,Physics UN1202,301
,10:10am-11:25am,,,,10:10am-11:25am,Pupin Laboratories,63885,GENERAL PHYSICS II Section 002,Physics UN1202,428
,,,6:10pm-7:25pm,6:10pm-7:25pm,,Pupin Laboratories,25739,GENERAL PHYSICS II Section 003,Physics UN1202,428
,,,,8:10pm-9:00pm,,Pupin Laboratories,63356,GENERAL PHYSICS I - REC Section 001,Physics UN1203,325
,,,,,4:10pm-5:00pm,Pupin Laboratories,60195,GENERAL PHYSICS I - REC Section 002,Physics UN1203,412
,,,,,5:10pm-6:00pm,Pupin Laboratories,12919,GENERAL PHYSICS I - REC Section 003,Physics UN1203,224
,,,,,6:10pm-7:00pm,Pupin Laboratories,25321,GENERAL PHYSICS I - REC Section 004,Physics UN1203,224
,,,,,8:10pm-9:00pm,Pupin Laboratories,12231,GENERAL PHYSICS I - REC Section 005,Physics UN1203,224
,,,5:10pm-6:00pm,,,Seeley W. Mudd Building,92448,GENERAL PHYSICS I - REC Section 006,Physics UN1203,644
,4:10pm-5:00pm,,,,,Pupin Laboratories,92697,GENERAL PHYSICS II - REC Section 001,Physics UN1204,224
,5:10pm-6:00pm,,,,,Pupin Laboratories,93348,GENERAL PHYSICS II - REC Section 002,Physics UN1204,224
,6:10pm-7:00pm,,,,,Pupin Laboratories,95847,GENERAL PHYSICS II - REC Section 003,Physics UN1204,224
,7:10pm-8:00pm,,,,,Pupin Laboratories,96147,GENERAL PHYSICS II - REC Section 004,Physics UN1204,224
,,,,4:10pm-5:00pm,,Pupin Laboratories,97648,GENERAL PHYSICS II - REC Section 005,Physics UN1204,307
,,,,5:10pm-6:00pm,,Pupin Laboratories,98097,GENERAL PHYSICS II - REC Section 006,Physics UN1204,307
,,,,6:10pm-7:00pm,,Pupin Laboratories,98598,GENERAL PHYSICS II - REC Section 007,Physics UN1204,307
,1:00pm-4:00pm,,,,,FLR Pupin Laboratories,61966,GENERAL PHYSICS I LAB Section 001,Physics UN1291,5TH
,4:10pm-7:10pm,,,,,FLR Pupin Laboratories,76375,GENERAL PHYSICS I LAB Section 002,Physics UN1291,5TH
,,,,1:00pm-4:00pm,,FLR Pupin Laboratories,74858,GENERAL PHYSICS I LAB Section 003,Physics UN1291,5TH
,,,,7:30pm-10:30pm,,FLR Pupin Laboratories,64480,GENERAL PHYSICS I LAB Section 004,Physics UN1291,5TH
,,,,,1:00pm-4:00pm,FLR Pupin Laboratories,17809,GENERAL PHYSICS I LAB Section 005,Physics UN1291,5TH
,,,,,7:30pm-10:30pm,FLR Pupin Laboratories,64268,GENERAL PHYSICS I LAB Section 006,Physics UN1291,5TH
,,,1:00pm-4:00pm,,,FLR Pupin Laboratories,61869,GENERAL PHYSICS I LAB Section 007,Physics UN1291,5TH
,,,7:30pm-10:30pm,,,FLR Pupin Laboratories,74156,GENERAL PHYSICS I LAB Section 008,Physics UN1291,5TH
1:00pm-4:00pm,,,,,,FLR Pupin Laboratories,67925,GENERAL PHYSICS I LAB Section 009,Physics UN1291,5TH
,1:00pm-4:00pm,,,,,FLR Pupin Laboratories,25415,GENERAL PHYSICS II LABORATORY Section 001,Physics UN1292,5TH
,1:00pm-4:00pm,,,,,FLR Pupin Laboratories,64628,GENERAL PHYSICS II LABORATORY Section 002,Physics UN1292,5TH
,4:10pm-7:10pm,,,,,FLR Pupin Laboratories,74037,GENERAL PHYSICS II LABORATORY Section 003,Physics UN1292,5TH
,4:10pm-7:10pm,,,,,FLR Pupin Laboratories,77349,GENERAL PHYSICS II LABORATORY Section 004,Physics UN1292,5TH
,7:30pm-10:30pm,,,,,FLR Pupin Laboratories,64687,GENERAL PHYSICS II LABORATORY Section 005,Physics UN1292,5TH
,7:30pm-10:30pm,,,,,FLR Pupin Laboratories,10789,GENERAL PHYSICS II LABORATORY Section 006,Physics UN1292,5TH
,,,,1:00pm-4:00pm,,FLR Pupin Laboratories,26909,GENERAL PHYSICS II LABORATORY Section 007,Physics UN1292,5TH
,,,,1:00pm-4:00pm,,FLR Pupin Laboratories,64016,GENERAL PHYSICS II LABORATORY Section 008,Physics UN1292,5TH
,,,,4:10pm-7:10pm,,FLR Pupin Laboratories,21826,GENERAL PHYSICS II LABORATORY Section 009,Physics UN1292,5TH
,,,,4:10pm-7:10pm,,FLR Pupin Laboratories,67061,GENERAL PHYSICS II LABORATORY Section 010,Physics UN1292,5TH
,,,,7:30pm-10:30pm,,FLR Pupin Laboratories,75591,GENERAL PHYSICS II LABORATORY Section 011,Physics UN1292,5TH
,,,,,1:00pm-4:00pm,FLR Pupin Laboratories,28570,GENERAL PHYSICS II LABORATORY Section 013,Physics UN1292,5TH
,,,,,1:00pm-4:00pm,FLR Pupin Laboratories,28837,GENERAL PHYSICS II LABORATORY Section 014,Physics UN1292,5TH
,,,,,4:10pm-7:10pm,FLR Pupin Laboratories,63092,GENERAL PHYSICS II LABORATORY Section 015,Physics UN1292,5TH
,,,,,4:10pm-7:10pm,FLR Pupin Laboratories,70747,GENERAL PHYSICS II LABORATORY Section 016,Physics UN1292,5TH
,,,,,7:30pm-10:30pm,FLR Pupin Laboratories,29301,GENERAL PHYSICS II LABORATORY Section 017,Physics UN1292,5TH
,,,1:00pm-4:00pm,,,FLR Pupin Laboratories,66164,GENERAL PHYSICS II LABORATORY Section 018,Physics UN1292,5TH
,,,1:00pm-4:00pm,,,FLR Pupin Laboratories,13901,GENERAL PHYSICS II LABORATORY Section 019,Physics UN1292,5TH
,,,4:10pm-7:10pm,,,FLR Pupin Laboratories,67374,GENERAL PHYSICS II LABORATORY Section 020,Physics UN1292,5TH
,,,7:30pm-10:30pm,,,FLR Pupin Laboratories,16213,GENERAL PHYSICS II LABORATORY Section 022,Physics UN1292,5TH
1:00pm-4:00pm,,,,,,FLR Pupin Laboratories,12305,GENERAL PHYSICS II LABORATORY Section 023,Physics UN1292,5TH
,1:10pm-2:25pm,,,,1:10pm-2:25pm,Pupin Laboratories,18285,INTRO ELEC/MAGNETSM & OPTCS Section 001,Physics UN1402,301
,,,10:10am-11:25am,10:10am-11:25am,,Pupin Laboratories,19770,INTRO ELEC/MAGNETSM & OPTCS Section 002,Physics UN1402,301
,4:10pm-5:00pm,,,,,Pupin Laboratories,11647,INTRO ELEC/MAGNETSM/OPT-REC Section 001,Physics UN1405,412
,5:10pm-6:00pm,,,,,Pupin Laboratories,66761,INTRO ELEC/MAGNETSM/OPT-REC Section 002,Physics UN1405,222
,6:10pm-7:00pm,,,,,Pupin Laboratories,20943,INTRO ELEC/MAGNETSM/OPT-REC Section 003,Physics UN1405,222
,,,,4:10pm-5:00pm,,Pupin Laboratories,20062,INTRO ELEC/MAGNETSM/OPT-REC Section 004,Physics UN1405,414
,,,,5:10pm-6:00pm,,Pupin Laboratories,15160,INTRO ELEC/MAGNETSM/OPT-REC Section 005,Physics UN1405,414
,,,,6:10pm-7:00pm,,Pupin Laboratories,26833,INTRO ELEC/MAGNETSM/OPT-REC Section 006,Physics UN1405,325
,,,,4:10pm-5:00pm,,Pupin Laboratories,76928,INTRO ELEC/MAGNETSM/OPT-REC Section 007,Physics UN1405,214
,,,,5:10pm-6:00pm,,Pupin Laboratories,22832,INTRO ELEC/MAGNETSM/OPT-REC Section 008,Physics UN1405,214
,,,,6:10pm-7:00pm,,Pupin Laboratories,74242,INTRO ELEC/MAGNETSM/OPT-REC Section 009,Physics UN1405,412
,,,,,4:10pm-5:00pm,Pupin Laboratories,68680,INTRO ELEC/MAGNETSM/OPT-REC Section 010,Physics UN1405,224
,,,,,5:10pm-6:00pm,Pupin Laboratories,10473,INTRO ELEC/MAGNETSM/OPT-REC Section 011,Physics UN1405,307
,,,,,6:10pm-7:00pm,Pupin Laboratories,18596,INTRO ELEC/MAGNETSM/OPT-REC Section 012,Physics UN1405,325
,,,,3:00pm-3:55pm,,Pupin Laboratories,25151,INTRO TO EXPERIMENTAL PHYS-LAB Section 001,Physics UN1494,428
,,,,3:00pm-3:55pm,,Pupin Laboratories,69393,INTRO TO EXPERIMENTAL PHYS-LAB Section 002,Physics UN1494,428
,,,,3:00pm-3:55pm,,Pupin Laboratories,15857,INTRO TO EXPERIMENTAL PHYS-LAB Section 003,Physics UN1494,428
,,,,3:00pm-3:55pm,,Pupin Laboratories,73087,INTRO TO EXPERIMENTAL PHYS-LAB Section 004,Physics UN1494,428
,,,,3:00pm-3:55pm,,Pupin Laboratories,69797,INTRO TO EXPERIMENTAL PHYS-LAB Section 005,Physics UN1494,428
,,,,3:00pm-3:55pm,,Pupin Laboratories,75795,INTRO TO EXPERIMENTAL PHYS-LAB Section 006,Physics UN1494,428
,,,,3:00pm-3:55pm,,Pupin Laboratories,15379,INTRO TO EXPERIMENTAL PHYS-LAB Section 007,Physics UN1494,428
,,,,3:00pm-3:55pm,,Pupin Laboratories,64157,INTRO TO EXPERIMENTAL PHYS-LAB Section 008,Physics UN1494,428
,,,10:10am-11:25am,10:10am-11:25am,,Pupin Laboratories,10916,"PHYSICS II: THERMO, ELEC & MAG Section 001",Physics UN1602,428
,,,,,4:10pm-5:00pm,Pupin Laboratories,17176,"PHYSICS II:THERMO,ELEC/MAG-REC Section 001",Physics UN1604,307
,,,,,5:10pm-6:00pm,Pupin Laboratories,25659,"PHYSICS II:THERMO,ELEC/MAG-REC Section 002",Physics UN1604,325
,,,,,6:10pm-7:00pm,Pupin Laboratories,20156,"PHYSICS II:THERMO,ELEC/MAG-REC Section 003",Physics UN1604,425
,,,4:10pm-5:00pm,,,Pupin Laboratories,75667,"PHYSICS II:THERMO,ELEC/MAG-REC Section 004",Physics UN1604,307
,,,5:10pm-6:00pm,,,Pupin Laboratories,61583,"PHYSICS II:THERMO,ELEC/MAG-REC Section 005",Physics UN1604,307
,,,6:10pm-7:00pm,,,Pupin Laboratories,23331,"PHYSICS II:THERMO,ELEC/MAG-REC Section 006",Physics UN1604,307
,,,10:10am-11:25am,10:10am-11:25am,,Milbank Hall (Barnard),7410,ELECTRICITY & MAGNETISM Section 001,Physics BC2002,328
,,,10:10am-11:25am,10:10am-11:25am,,Milbank Hall (Barnard),8240,ELECTRICITY & MAGNETISM Section 002,Physics BC2002,328
,,,,,,,1696,ELECTRICITY & MAGNETISM Section 003,Physics BC2002,
,,,,3:00pm-3:55pm,,Pupin Laboratories,20641,EXP\'TS IN CLASSICL/MOD PHYSICS Section 001,Physics UN2699,428
,,,,3:00pm-3:55pm,,Pupin Laboratories,74040,EXP\'TS IN CLASSICL/MOD PHYSICS Section 002,Physics UN2699,428
,,,,3:00pm-3:55pm,,Pupin Laboratories,69914,EXP\'TS IN CLASSICL/MOD PHYSICS Section 003,Physics UN2699,428
,,,,3:00pm-3:55pm,,Pupin Laboratories,12024,EXP\'TS IN CLASSICL/MOD PHYSICS Section 004,Physics UN2699,428
,,,,3:00pm-3:55pm,,Pupin Laboratories,19353,EXP\'TS IN CLASSICL/MOD PHYSICS Section 005,Physics UN2699,428
,,,,3:00pm-3:55pm,,Pupin Laboratories,29536,EXP\'TS IN CLASSICL/MOD PHYSICS Section 006,Physics UN2699,428
,,,,3:00pm-3:55pm,,Pupin Laboratories,16002,EXP\'TS IN CLASSICL/MOD PHYSICS Section 007,Physics UN2699,428
,,,,3:00pm-3:55pm,,Pupin Laboratories,60186,EXP\'TS IN CLASSICL/MOD PHYSICS Section 008,Physics UN2699,428
,,,10:10am-12:00pm,10:10am-12:00pm,,Pupin Laboratories,14518,ACCELERATED PHYSICS II Section 001,Physics UN2802,329
,10:10am-11:25am,,,,10:10am-11:25am,Pupin Laboratories,75008,MECHANICS Section 001,Physics UN3003,329
,,,10:10am-11:25am,10:10am-11:25am,,Altschul Hall (Barnard),7993,QUANTUM PHYSICS Section 001,Physics BC3006,514
,2:40pm-3:55pm,,,,2:40pm-3:55pm,Pupin Laboratories,20109,ELECTROMAGNETIC WAVES & OPTICS Section 001,Physics UN3008,329
,5:30pm-6:45pm,,,,,Pupin Laboratories,27725,SEM IN CURRENT RES. PROBLEMS Section 001,Physics UN3072,705
,5:30pm-6:45pm,,,,,Pupin Laboratories,77416,SEM IN CURRENT RES. PROBLEMS Section 002,Physics UN3072,814
,,,1:10pm-5:00pm,,,FLR Pupin Laboratories,72661,INTERMEDIATE LABORATORY WORK Section 002,Physics UN3081,6TH
1:10pm-5:00pm,,,,,,FLR Pupin Laboratories,68328,INTERMEDIATE LABORATORY WORK Section 003,Physics UN3081,6TH
,1:10pm-4:00pm,,,,1:10pm-4:00pm,Pupin Laboratories,23354,ELECTRONICS LABORATORY Section 001,Physics UN3083,513
9:00am-10:00am,,,,,,Altschul Hall (Barnard),3377,QUANTUM PHYSICS LABORATORY Section 001,Physics BC3086,510B
,,,,,,,12081,SUPERVISED READINGS IN PHYSICS Section 001,Physics UN3500,
,,,,,,,10222,SUPERVISED INDIVIDUAL RESEARCH Section 001,Physics UN3900,
,,,,,,,4925,SUPERVISED INDIVIDUAL RESEARCH Section 001,Physics BC3900,
,1:10pm-2:25pm,,,,1:10pm-2:25pm,Pupin Laboratories,22513,ADVANCED MECHANICS Section 001,Physics GU4003,329
,11:40am-12:55pm,,,,11:40am-12:55pm,Pupin Laboratories,72877,STRING THEORY Section 001,Physics GU4012,414
,,,2:40pm-3:55pm,2:40pm-3:55pm,,Pupin Laboratories,29128,SOLID STATE PHYSICS Section 001,Physics GU4018,420
,,,8:40am-9:55am,8:40am-9:55am,,Pupin Laboratories,64588,QUANTUM MECHANICS II Section 001,Physics GU4022,329
,,,11:40am-12:55pm,11:40am-12:55pm,,Pupin Laboratories,26959,APPLIED QUANTUM MECHANICS Section 001,Physics GU4024,420
,,,1:10pm-5:00pm,,,FLR Pupin Laboratories,69473,ADVANCED LABORATORY WORK Section 002,Physics GU4051,6TH
1:10pm-5:00pm,,,,,,FLR Pupin Laboratories,73559,ADVANCED LABORATORY WORK Section 003,Physics GU4051,6TH
,10:10am-11:25am,,,,10:10am-11:25am,Pupin Laboratories,70508,ASTROPHYSICS I Section 001,Physics GR6011,414
,,,4:10pm-5:30pm,4:10pm-5:30pm,,Pupin Laboratories,62647,FRONTIERS-COND MATTER PHYS VI Section 001,Physics GR6025,329
,8:40am-9:55am,,,,8:40am-9:55am,Pupin Laboratories,74433,QUANTUM MECHANICS II Section 001,Physics GR6038,329
9:00am-11:00am,,,,,,Pupin Laboratories,16203,EXPERIMENTAL METHODS Section 001,Physics GR6042,420
,,,5:40pm-6:55pm,5:40pm-6:55pm,,Pupin Laboratories,28380,QUANTUM FIELD THEORY I Section 001,Physics GR6047,329
,11:40am-12:55pm,,,,11:40am-12:55pm,Pupin Laboratories,71235,CONDENSED MATTER PHYSICS I Section 001,Physics GR6082,214
,,,10:10am-12:00pm,10:10am-12:00pm,,Pupin Laboratories,12357,CLASSICAL FIELDS & WAVES Section 001,Physics GR6094,214
11:00am-1:00pm,,,,,,Pupin Laboratories,29200,GRADUATE STUDENT SEMINAR Section 001,Physics GR6905,814
,2:40pm-3:55pm,,,,2:40pm-3:55pm,Pupin Laboratories,70174,ADVANCED STATISTICAL MECHANICS Section 001,Physics GR8036,420
,8:40am-9:55am,,,,8:40am-9:55am,Pupin Laboratories,29327,PARTICLE PHYSICS I Section 001,Physics GR8069,414
,,,,,,,63004,RESEARCH IN PHYSIOLOGY II Section 001,Physiology G9052,
,,,,11:00am-1:00pm,,Avery Hall,72597,HISTORY & THEORY OF PLANNING Section 001,Planning A4008,114
,,,9:00am-11:00am,,,Avery Hall,73296,PLANNING FOR URBAN ENERGY SYSTEMS Section 001,Planning A4010,408
9:00am-10:00am,,,,,,Fayerweather,76398,FUNDAMNTLS OF URB DIGITAL DES Section 001,Planning A4022,201
,,,,,6:00pm-9:30pm,N Buell Hall,77096,NEGOTIATIONS FOR PLANNERS Section 001,Planning A4035,300
,,,,,,,88007,UP/HP ELECTIVE INTERNSHIP Section 001,Planning A4050,
,11:00am-1:00pm,,,,,Avery Hall,81096,INTRODUCTION TO HOUSING Section 001,Planning A4304,412
,,,,12:00pm-2:00pm,,Avery Hall,21646,REAL ESTATE FINANCE III Section 001,Planning A4314,113
,,,,,4:00pm-6:00pm,Avery Hall,17696,REAL ESTATE FINANCE III Section 002,Planning A4314,113
,,,11:00am-1:00pm,,,Fayerweather,82896,URBAN DESIGN FOR PLANNERS Section 001,Planning A4320,201
,,,9:00am-11:00am,9:00am-11:00am,,N Fayerweather,85946,INTRO-GEOG INFO SYST-PLANNERS Section 001,Planning A4577,200
,6:30pm-8:30pm,,,,,S Buell Hall,86646,PUB FINANCING OF URBAN DEVPT Section 001,Planning A4620,300
,,,,,,,63009,RED ELECTIVE INTERNSHIP Section 001,Planning A6050,
,,,,,11:00am-1:00pm,S Fayerweather,87498,PLANNING LAW Section 001,Planning A6052,200
9:00am-11:00am,,,,,,Buell Hall,88596,ENVIRONMENTAL IMPACT ASSESSMNT Section 001,Planning A6065,200
,,,11:00am-1:00pm,,,N Buell Hall,92071,ON SPATIAL EXCLUSN & PLAN Section 001,Planning A6067,300
11:00am-1:00pm,,,,,,N Buell Hall,91698,LAND USE PLANNING Section 001,Planning A6108,200
,,,,3:00pm-5:00pm,,Buell Hall,68248,DGTL RESTRCT OF URB SPACE Section 001,Planning A6111,200
,,,,7:00pm-9:00pm,,Fayerweather,13396,EXPLORING URBN DATA Section 001,Planning A6113,202
,,,,5:00pm-7:00pm,,Buell Hall,19700,PRACTICUM: RES PLANNING Section 001,Planning A6121,200
,,,,2:00pm-4:00pm,,S Fayerweather,25847,DEVELOPING AFFORDABLE HOUSING Section 001,Planning A6212,200
,,,,9:00am-11:00am,,Buell Hall,93446,TECHNIQUES OF PROJECT EVALUATN Section 001,Planning A6217,200
,,,6:00pm-8:00pm,,,Avery Hall,29695,ADVANCED EXCEL SKILLS Section 001,Planning A6231,113
,,,3:30pm-5:30pm,,,Avery Hall,29573,ASSET MANAGEMENT Section 001,Planning A6236,113
,,,,,11:00am-1:00pm,Avery Hall,60281,HOTEL TRANSACTIONS Section 001,Planning A6251,114
,,,6:00pm-8:00pm,,,Avery Hall,60796,IT & THE RE ENTERPRISE Section 001,Planning A6261,113
,,,4:00pm-6:00pm,,,Fayerweather,87096,COMPLETE STREETS SEMINAR Section 001,Planning A6262,201
,,,,,6:00pm-8:00pm,S Fayerweather,61546,UNDERWRITING II Section 001,Planning A6266,200
,,,,,6:00pm-8:00pm,S Fayerweather,66396,PROJECT MANAGEMENT Section 001,Planning A6280,200
,,,,9:00am-11:00am,,S Fayerweather,67196,RE TRANSACTIONS LAW Section 001,Planning A6332,200
,,,9:00am-12:00pm,,,Avery Hall,67846,DEVELOPMENT CASE STUDIES Section 001,Planning A6335,113
10:00am-12:00pm,,,,,,S Fayerweather,71596,INT\'L REAL ESTATE REGIONS Section 001,Planning A6342,200
,,,1:30pm-3:30pm,,,S Fayerweather,72246,INT\'L REAL ESTATE REGIONS Section 002,Planning A6342,200
,,,1:30pm-3:30pm,,,S Fayerweather,75896,INT\'L REAL ESTATE REGIONS Section 003,Planning A6342,200
,,,,9:00am-11:00am,,Avery Hall,83246,COMMERICAL LEASING Section 001,Planning A6375,114
,,,,,9:00am-11:00am,Avery Hall,85996,TAX ISSUES IN ACQ + DEV Section 001,Planning A6384,113
,,,,4:00pm-6:00pm,,S Fayerweather,87047,PRIV EQUITY DEVPT-HOTELS Section 001,Planning A6583,200
,4:00pm-6:00pm,,,,,S Fayerweather,92646,RETAIL RE & DEVELOPMENT Section 001,Planning A6585,200
,,,,3:00pm-5:00pm,,Avery Hall,63530,SOCIAL ENTREPRENEURSHIP Section 001,Planning A6613,600
,,,7:00pm-9:00pm,,,Avery Hall,72096,DESIGN & PLAN FOR RISK Section 001,Planning A6617,504
,,,,,9:00am-11:00am,Buell Hall,97396,RE FINANCE & DEVELOPMENT Section 001,Planning A6700,200
,,,,,1:00pm-3:00pm,S Fayerweather,13546,CAPITAL MARKETS: DEBT Section 001,Planning A6710,200
,,,,,9:00am-11:00am,S Fayerweather,82947,RE DEBT SECURITIZATION Section 001,Planning A6715,200
,,,4:00pm-6:00pm,,,S Fayerweather,97696,INTERNATIONAL REITS Section 001,Planning A6720,200
,12:00pm-2:00pm,,,,,S Fayerweather,72846,URBN DEVELP PROJECT Section 001,Planning A6725,200
,2:00pm-4:00pm,,,,,S Fayerweather,77529,TECH INNOVATION IN RE Section 001,Planning A6730,200
